"NC Code","Supplier","Brand Name","Age","Proof","Bottle Size","Retail Bottle Price","Mixed Beverage Price",
65-126,"Mast-Jagermeister US","Teremana Blanco Tequila","","80",".75L","$29.95","$33.70",
65-127,"Mast-Jagermeister US","Teremana Blanco Tequila","","80",".375L","$15.95","$17.83",
65-128,"Heaven Hill","Two Fingers Silver","","80","1.75L","$29.95","$38.70",
65-130,"Heaven Hill","Two Fingers Silver","","80",".75L","$16.95","$20.70",
65-135,"Park St Imp/ Trinity Beverage","Tequila Enemigo Anejo Cristalino 89","","80",".75L","$67.75","$71.50",
65-156,"Marsalle/Stoller Imports","Adictivo Plata Tequila","","80",".75L","$49.95","$53.70",
65-164,"Campari America","Espolon Blanco","","80","1.75L","$54.95","$63.70",
65-165,"Campari America","Espolon Blanco","006M","80",".75L","$29.95","$33.70",
65-174,"International Distillers & Vinters","30-30 Tequila Reposado","011M","80",".75L","$21.95","$25.70",
65-182,"Beam Suntory","El Tesoro Reposado","","80",".75L","$69.95","$73.70",
65-184,"Beam Suntory","Sauza Extra Gold","","80","1.75L","$36.95","$45.70",
65-185,"Beam Suntory","Sauza Extra Gold","","80",".75L","$19.95","$23.70",
65-187,"Beam Suntory","Sauza Conmemorativo","","80",".75L","$22.95","$26.70",
65-188,"Beam Suntory","Hornitos Reposado","","80",".75L","$28.95","$32.70",
65-190,"Beam Suntory","Hornitos Reposado","","80","1.75L","$41.95","$50.70",
65-191,"Beam Suntory","Hornitos Reposado","002M","80",".375L","$14.95","$16.83",
65-192,"Beam Suntory","Tres Generaciones Anejo","","80",".75L","$46.95","$50.70",
65-196,"Proximo Spirits","1800 Reposado","006M","80","1.75L","$40.95","$49.70",
65-197,"Proximo Spirits","1800 Reposado","","80",".75L","$31.95","$35.70",
65-199,"Proximo Spirits","1800 Reposado","006M","80",".375L","$17.45","$19.33",
65-202,"Proximo Spirits","Jose Cuervo Especial Gold","","80","1.75L","$38.95","$47.70",
65-204,"Proximo Spirits","Jose Cuervo Especial Gold","","80",".75L","$20.95","$24.70",
65-206,"Proximo Spirits","Jose Cuervo Especial Gold","","80",".375L","$10.95","$12.83",
65-208,"Proximo Spirits","1800 Anejo","001Y","80",".75L","$41.95","$45.70",
65-213,"Proximo Spirits","Jose Cuervo Tradicional Añejo","","80",".75L","$34.95","$38.70",
65-219,"Sazerac Co.","Margaritaville Gold","","80","1.75L","$25.95","$34.70",
65-220,"Sazerac Co.","Margaritaville Gold","","80",".75L","$15.95","$19.70",
65-222,"Brown - Forman","El Jimador Reposado","","80","1.75L","$39.95","$48.70",
65-223,"Brown - Forman","El Jimador Reposado","","80",".75L","$24.95","$28.70",
65-224,"Brown - Forman","El Jimador Reposado","","80",".375L","$9.95","$11.83",
65-225,"Sazerac Co.","El Toro Gold","","80",".75L","$8.95","$12.70",
65-227,"Brown - Forman","El Jimador Anejo","","80",".75L","$26.95","$30.70",
65-229,"Diageo NA","Don Julio 1942","","80",".75L","$169.95","$173.70",
65-232,"Diageo NA","Don Julio Reposado","","80",".75L","$56.95","$60.70",
65-234,"Luxco","El Mayor Anejo Masters Collection (BTB)","","80",".75L","$39.95","$43.70",
65-235,"Diageo NA","Don Julio Anejo","","80",".75L","$61.95","$65.70",
65-236,"Sazerac Co.","Dorado Gold Tequila","","80",".75L","$6.95","$10.70",
65-237,"Luxco","El Mayor Reposado Master Collection  (BTB)","","80",".75L","$32.95","$36.70",
65-239,"Luxco","El Mayor Anejo","","80",".75L","$39.95","$43.70",
65-240,"Luxco","El Mayor Reposado","","80",".75L","$29.95","$33.70",
65-243,"Pernod Ricard USA","Olmeca Altos Reposado","","80",".75L","$29.95","$33.70",
65-244,"Pernod Ricard USA","Olmeca Altos Reposado","","80",".375L","$14.95","$16.83",
65-245,"Pernod Ricard USA","Olmeca Altos Reposado","","80","1.75L","$49.95","$58.70",
65-246,"William Grant & Sons","Milagro Reposado","","80",".75L","$34.95","$38.70",
65-247,"William Grant & Sons","Milagro Reposado","","80","1.75L","$59.95","$68.70",
65-254,"Luxco","Juarez Gold","","80","1.75L","$27.95","$36.70",
65-255,"Luxco","Juarez Gold","","80",".75L","$10.95","$14.70",
65-257,"Marsalle/Stoller Imports","Adictivo Reposado Tequila","008M","80",".75L","$56.95","$60.70",
65-262,"Pernod Ricard USA","Olmeca Altos Anejo","","80",".75L","$36.95","$40.70",
65-269,"Beam Suntory","Hornitos Black Barrel","","80",".75L","$29.95","$33.70",
65-274,"Beam Suntory","Tres Generaciones Reposado","","80",".75L","$41.95","$45.70",
65-277,"Beam Suntory","100 Anos Reposado","","80",".75L","$18.95","$22.70",
65-279,"Sazerac Co.","Montezuma Teq Gold","","80","1.75L","$21.95","$30.70",
65-281,"Sazerac Co.","Montezuma Teq Gold","","80",".75L","$10.95","$14.70",
65-288,"Sazerac Co.","Monte Alban Mezcal Con Gusano","","80",".75L","$19.95","$23.70",
65-290,"Sazerac Co.","Monte Alban Mezcal Con Gusano","","80",".375L","$12.95","$14.83",
65-297,"Bacardi USA","Patron Anejo","","80",".75L","$59.95","$63.70",
65-298,"Bacardi USA","Patron Anejo","","80",".375L","$31.95","$33.83",
65-300,"Bacardi USA","ROCA Patron Reposado","","84",".75L","$79.95","$83.70",
65-303,"Bacardi USA","Patron Reposado","","80",".75L","$54.95","$58.70",
65-304,"Bacardi USA","Patron Reposado","","80",".375L","$29.95","$31.83",
65-307,"Bacardi USA","ROCA Patron Anejo","","88",".75L","$89.95","$93.70",
65-316,"McCormick Distilling Co.","Pancho Villa Gold","","80",".75L","$12.45","$16.20",
65-319,"Hexa Partners","Don Ramon Reposado","004M","80",".75L","$39.95","$43.70",
65-321,"Brown - Forman","Pepe Lopez De Oro","","80","1.75L","$29.95","$38.70",
65-323,"Brown - Forman","Pepe Lopez De Oro","","80",".75L","$18.95","$22.70",
65-336,"Sazerac Co.","Siete Leguas Reposado","","80",".75L","$49.95","$53.70",
65-344,"Trinchero Family Estates","Tres Agaves Anejo","001Y","80",".75L","$41.95","$45.70",
65-345,"Trinchero Family Estates","Tres Agaves Reposado","","80",".75L","$34.95","$38.70",
65-349,"Heaven Hill","Two Fingers Gold","","80","1.75L","$29.95","$38.70",
65-351,"Heaven Hill","Two Fingers Gold","","80",".75L","$16.95","$20.70",
65-354,"Campari America","Cabo Wabo Anejo","001Y","80",".75L","$47.95","$51.70",
65-359,"Campari America","Cabo Wabo Reposado","001Y","80",".75L","$42.95","$46.70",
65-362,"Infinium Spirits","Corralejo Reposado","","80",".75L","$32.95","$36.70",
65-363,"Infinium Spirits","Corralejo Reposado","","80","1.75L","$57.95","$66.70",
65-365,"Diageo dba Casamigos","Casamigos Reposado","","80",".75L","$53.95","$57.70",
65-367,"Diageo dba Casamigos","Casamigos Anejo","","80",".75L","$60.95","$64.70",
65-369,"Diageo dba Casamigos","Casamigos Anejo","","80",".375L","$30.95","$32.83",
65-370,"Bacardi USA","Cazadores Reposado","","80","1.75L","$39.95","$48.70",
65-371,"Bacardi USA","Cazadores Reposado","","80",".75L","$27.95","$31.70",
65-372,"Bacardi USA","Cazadores Reposado","","80",".375L","$10.95","$12.83",
65-373,"Diageo dba Casamigos","Casamigos Reposado","","80",".375L","$29.95","$31.83",
65-375,"Bacardi USA","Cazadores Anejo","","80",".75L","$35.95","$39.70",
65-378,"Brown - Forman","Herradura Anejo","","80",".75L","$56.95","$60.70",
65-381,"Infinium Spirits","Corralejo Anejo Tequila Red Bottle","","80",".75L","$37.95","$41.70",
65-383,"Hexa Partners","Mi Cosecha Gold","","80","1.75L","$22.95","$31.70",
65-386,"Hexa Partners","D'ego Gold","002M","80","1.75L","$22.95","$31.70",
65-392,"Brown - Forman","Herradura Reposado","","80",".75L","$52.95","$56.70",
65-404,"Heaven Hill","Aristocrat Supreme Teq Gold","","80","1.75L","$23.95","$32.70",
65-405,"Heaven Hill","Aristocrat Supreme Teq Gold","","80",".75L","$9.50","$13.25",
65-411,"Sazerac Co.","Corazon Reposado De Agave","","80",".75L","$24.95","$28.70",
65-418,"Heaven Hill","Lunazul Reposado","","80","1.75L","$39.95","$48.70",
65-419,"Heaven Hill","Lunazul Reposado","","80",".75L","$23.95","$27.70",
65-420,"Heaven Hill","Lunazul Reposado","","80",".375L","$10.50","$12.38",
65-426,"Park St Imp/ Cinco Spirits","Cincoro Reposado Tequila","","80",".75L","$99.95","$103.70",
65-453,"MHW/ Cadre Noir Imports","Libelula Tequila","","80","1.00L","$21.95","$26.95",
65-457,"Heaven Hill","Lunazul Primero Tequila","","80",".75L","$29.95","$33.70",
65-459,"Heaven Hill","Lunazul Anejo","","80",".75L","$26.95","$30.70",
65-472,"Pernod Ricard USA","Avion Reserva 44","044M","80",".75L","$149.95","$153.70",
65-473,"Pernod Ricard USA","Avion Anejo","","80",".75L","$49.95","$53.70",
65-474,"Pernod Ricard USA","Avion Reposado","","80",".75L","$44.95","$48.70",
65-479,"Diageo NA","DeLeon Reposado","","80",".75L","$44.95","$48.70",
65-480,"Campari America","Espolon Reposado","001Y","80",".75L","$29.95","$33.70",
65-481,"Campari America","Espolon Reposado","006M","80","1.75L","$54.95","$63.70",
65-483,"Campari America","Espolon Anejo","001Y","80",".75L","$37.95","$41.70",
65-537,"E & J Gallo Winery","Familia Camarena Reposado","","80","1.75L","$44.95","$53.70",
65-538,"E & J Gallo Winery","Familia Camarena Reposado","","80",".75L","$26.95","$30.70",
65-546,"Proximo Spirits","Gran Centenario Reposado","010M","80",".75L","$31.95","$35.70",
65-549,"Proximo Spirits","Gran Centenario Anejo","018M","80",".75L","$35.95","$39.70",
65-573,"MHW/ 818 Spirits","818 Reposado Tequila","003M","80",".75L","$54.95","$58.70",
65-584,"Proximo Spirits","Maestro Dobel Diamante","","80",".75L","$49.95","$53.70",
65-585,"Proximo Spirits","Maestro Dobel Diamante","","80",".375L","$15.95","$17.83",
65-613,"Bacardi USA","Corzo Reposado","","80",".75L","$35.95","$39.70",
65-616,"Sans Wine & Spirits","Coa De Jima Reposado","007M","80",".75L","$24.95","$28.70",
65-672,"Luxco","Exotico Reposado","","80",".75L","$21.95","$25.70",
65-725,"Stoli Group USA","Villa One Reposado Tequila","001Y","80",".75L","$49.95","$53.70",
65-734,"Mast-Jagermeister US","Teremana Reposado Tequila","","80",".375L","$17.95","$19.83",
65-735,"Mast-Jagermeister US","Teremana Reposado Tequila","","80",".75L","$32.95","$36.70",
66-000,"Southern Artisan Spirits","Cardinal Gin","","84",".75L","$31.35","$35.10",
66-002,"Southern Artisan Spirits","Barrel Rested Cardinal Gin","008M","84",".75L","$35.35","$39.10",
66-005,"Southern Artisan Spirits","Turning Point Rye Whiskey","001Y","90",".75L","$36.35","$40.10",
66-006,"Southern Artisan Spirits","Turning Point Straight Bourbon Whiskey","002Y","90",".75L","$36.35","$40.10",
66-008,"Blue Shark Vodka","Blue Shark Vodka","","80","1.75L","$39.95","$48.70",
66-009,"Blue Shark Vodka","Blue Shark w/ Shark in Bottle","","80",".75L","$36.00","$39.75",
66-010,"Blue Shark Vodka","Blue Shark Vodka","","80",".75L","$21.95","$25.70",
66-011,"Blue Shark Vodka","Blue Shark Vodka 375ml","","80",".375L","$11.95","$13.83",
66-012,"Dragon Moonshine Co.","Dragon Moonshine Apple Pie Moonshine","","66",".75L","$25.15","$28.90",
66-013,"Dragon Moonshine Co.","Dragon Moonshine Silver Rum","","80",".75L","$25.15","$28.90",
66-014,"Dragon Moonshine Co.","Amaretto Moonshine","","60",".75L","$25.15","$28.90",
66-018,"Asheville Distilling Co.","Troy & Sons Keeper Apple Brandy","007Y","90",".75L","$59.95","$63.70",
66-020,"Asheville Distilling Co.","Troy & Sons Platinum Moonshine","","80",".75L","$29.95","$33.70",
66-023,"Asheville Distilling Co.","Troy & Sons 7Y Oak Reserve","008Y","90",".75L","$44.95","$48.70",
66-026,"Asheville Distilling Co.","Blonde Whiskey","008Y","90",".75L","$49.95","$53.70",
66-029,"Asheville Distilling Co.","Troy & Sons Cinnamon & Honey Whiskey","","80",".75L","$29.95","$33.70",
66-032,"Asheville Distilling Co.","Troy & Sons Nectarine & Honey Whiskey","","80",".75L","$29.95","$33.70",
66-034,"Great Wagon Road Distilling","Salamander Vodka","","80","1.75L","$36.95","$45.70",
66-035,"Great Wagon Road Distilling","Drumlish Poitin Carolina Whiskey","","100",".75L","$24.95","$28.70",
66-036,"Great Wagon Road Distilling","Rua American S.M. Whiskey","024M","92",".75L","$44.95","$48.70",
66-038,"Great Wagon Road Distilling","Salamander Vodka","","80",".75L","$19.95","$23.70",
66-039,"Great Wagon Road Distilling","Quinn's Carolina Whiskey","018M","90",".75L","$27.95","$31.70",
66-040,"Great Wagon Road Distilling","Rúa American S. M. Whiskey","","92",".375L","$22.95","$24.83",
66-042,"Great Wagon Road Distilling","704 Handmade Gin","","88",".75L","$26.95","$30.70",
66-043,"Great Wagon Road Distilling","Ealderman American SM Whiskey","005Y","100",".75L","$56.95","$60.70",
66-048,"Great Wagon Road Distilling","Rua Gold Label","003Y","92",".75L","$56.95","$60.70",
66-059,"Bogue Sound Distillery","Bombshell Crisp Cucumber Gin","","92",".75L","$23.95","$27.70",
66-061,"Bogue Sound Distillery","Vitzellen Vodka","","85","1.75L","$41.95","$50.70",
66-062,"Bogue Sound Distillery","Vitzellen Vodka","","85",".75L","$21.95","$25.70",
66-063,"Bogue Sound Distillery","John A P Conoley Salted Caramel","","75",".75L","$23.95","$27.70",
66-064,"Bogue Sound Distillery","John A P Conoley Bourbon","001Y","105",".75L","$28.95","$32.70",
66-065,"Bogue Sound Distillery","John A P Conoley Carolina Peanut Butter","","70",".75L","$27.35","$31.10",
66-073,"Broadslab Distillery","Broadslab Legacy Appleshine","","50",".75L","$22.95","$26.70",
66-076,"Broadslab Distillery","Broadslab Legacy Shine","","90",".75L","$24.95","$28.70",
66-079,"Broadslab Distillery","Broadslab Legacy Reserve","006M","90",".75L","$27.95","$31.70",
66-082,"Broadslab Distillery","Carolina Coast Spiced Rum","","80",".75L","$26.95","$30.70",
66-088,"Piedmont Distillers","Method & Standard 80 Vodka","","80",".75L","$22.35","$26.10",
66-089,"Piedmont Distillers","Method & Standard Apple Spice Vodka","","70",".75L","$22.35","$26.10",
66-090,"Piedmont Distillers","Method & Standard Raspberry Vodka","","70",".75L","$22.35","$26.10",
66-091,"Piedmont Distillers","Method & Standard Strawberry Vodka","","70",".75L","$22.35","$26.10",
66-094,"Piedmont Distillers","Midnight Moon RTD Lightning Lemonade","","16","1.42L","$11.95","$19.05",
66-095,"Piedmont Distillers","Midnight Moon RTD Watermelon","","16","1.42L","$11.95","$19.05",
66-097,"Piedmont Distillers","Midnight Moon 100","","100",".75L","$23.35","$27.10",
66-100,"Piedmont Distillers","Catdaddy Spiced Moonshine","","80",".75L","$23.35","$27.10",
66-102,"Piedmont Distillers","Midnight Moon 80","","80",".75L","$23.35","$27.10",
66-103,"Piedmont Distillers","Midnight Moon Apple Pie 1.75L","","70","1.75L","$31.95","$40.70",
66-104,"Piedmont Distillers","Midnight Moon Apple Pie","","70",".75L","$23.35","$27.10",
66-105,"Piedmont Distillers","Midnight Moon Apple Pie","","70",".375L","$11.95","$13.83",
66-106,"Piedmont Distillers","Midnight Moon Blueberry","","100",".75L","$23.35","$27.10",
66-107,"Piedmont Distillers","Midnight Moon Blueberry","","100",".375L","$11.95","$13.83",
66-108,"Piedmont Distillers","Midnight Moon Cherry","","100",".75L","$23.35","$27.10",
66-109,"Piedmont Distillers","Midnight Moon Lightning Lemonade 1.75L","","70","1.75L","$31.95","$40.70",
66-111,"Piedmont Distillers","Midnight Moon Peach Tea RTD 4Pk","","16","1.42L","$11.95","$19.05",
66-112,"Piedmont Distillers","Midnight Moon Strawberry","","100",".75L","$23.35","$27.10",
66-113,"Piedmont Distillers","Midnight Moon Strawberry","","100",".375L","$11.95","$13.83",
66-114,"Piedmont Distillers","Midnight Moon Blackberry","","100",".75L","$23.35","$27.10",
66-115,"Piedmont Distillers","Midnight Moon Watermelon","","70",".75L","$23.35","$27.10",
66-117,"Piedmont Distillers","Midnight Moon Raspberry","","90",".75L","$23.35","$27.10",
66-118,"Piedmont Distillers","Midnight Moon Dill Pickles","","60",".75L","$23.35","$27.10",
66-119,"Piedmont Distillers","Midnight Moon Watermelon 1.75L","","70","1.75L","$31.95","$40.70",
66-120,"Piedmont Distillers","Midnight Moon Peach","","70",".75L","$23.35","$27.10",
66-121,"Piedmont Distillers","Midnight Moon Peach 50ml","","70","50ML","$2.95","$3.20",
66-122,"Piedmont Distillers","Midnight Moon Lightning Lemonade","","70",".75L","$23.35","$27.10",
66-124,"Piedmont Distillers","The Clover Single Barrel Traditional Bourbon","004Y","92",".75L","$49.95","$53.70",
66-125,"Piedmont Distillers","The Clover Single Barrel 10Y TN Bourbon","","90",".75L","$69.95","$73.70",
66-126,"Piedmont Distillers","The Clover Single Barrel Rye Whiskey","","91",".75L","$49.95","$53.70",
66-127,"Piedmont Distillers","Midnight Moon American Whiskey","","90",".75L","$22.95","$26.70",
66-130,"Howling Moon Distillery","Howling Moon Mtn Moonshine","","100",".75L","$26.30","$30.05",
66-131,"Howling Moon Distillery","Howling Moon Bradford Reserve","006M","80",".75L","$22.95","$26.70",
66-133,"Howling Moon Distillery","Howling Moon Apple Pie Moonshine","","100",".75L","$26.30","$30.05",
66-136,"Howling Moon Distillery","Howling Moon Strawberry Moonshine","","100",".75L","$26.30","$30.05",
66-142,"Howling Moon Distillery","Howling Moon Peach Moonshine","","100",".75L","$26.30","$30.05",
66-146,"Murto Made","Carolina Craft Lemon Liqueur","","70",".75L","$22.35","$26.10",
66-147,"Muddy River Distillery","Muddy River Basil Carolina Rum","","70",".75L","$21.95","$25.70",
66-148,"Muddy River Distillery","Muddy River Coconut Rum","","70",".75L","$21.95","$25.70",
66-149,"Muddy River Distillery","Muddy River Spiced Rum","","80",".75L","$27.95","$31.70",
66-151,"Muddy River Distillery","Muddy River Silver Rum","","80",".75L","$21.95","$25.70",
66-154,"Muddy River Distillery","Muddy River Queen Charlotte's Reserve","001Y","84",".75L","$29.95","$33.70",
66-155,"Muddy River Distillery","Muddy River Queen Charlotte's Reserve 4Y","004Y","84",".75L","$39.95","$43.70",
66-156,"Muddy River Distillery","Muddy River Coffee Rum","","60",".75L","$27.95","$31.70",
66-158,"Murto Made","Carolina Craft Peach Liqueur","","70",".75L","$22.35","$26.10",
66-159,"Murto Made","Carolina Craft Chocolate Mocha Liqueur","002M","70",".75L","$22.35","$26.10",
66-160,"Murto Made","Carolina Craft Amaretto Liqueur","","70",".75L","$22.35","$26.10",
66-163,"Prost Beverage","Tim Smith's Climax Wood Fired Whiskey","","90",".75L","$29.95","$33.70",
66-165,"Prost Beverage","Tim Smith Southern Reserve Rye","001M","90",".75L","$27.95","$31.70",
66-166,"Prost Beverage","Tim Smith Southern Reserve Bourbon","001M","90",".75L","$27.95","$31.70",
66-167,"Prost Beverage","Tim Smith FIRE #32 Climax","","80",".75L","$29.95","$33.70",
66-170,"Top Spirits","TOPO Vodka","","80",".75L","$33.95","$37.70",
66-173,"Copper Creek Distillery","Apple Pie Shine","","60",".75L","$24.95","$28.70",
66-174,"Copper Creek Distillery","IL-LIC-IT Shine","002M","90",".75L","$24.95","$28.70",
66-179,"Top Spirits","TOPO Carolina Whiskey","","84",".75L","$26.95","$30.70",
66-180,"Top Spirits","TOPO Organic Straight Wheat Whiskey","002Y","92",".75L","$54.95","$58.70",
66-182,"Top Spirits","TOPO Eight Oak Carolina Whiskey","","92",".75L","$34.95","$38.70",
66-184,"Cedar Mountain Moonshine","Cedar Mtn Moonshine - Buck Fiddy","","150",".375L","$19.95","$21.83",
66-185,"Cedar Mountain Moonshine","Cedar Mtn Moonshine - FireBaugh","","100",".375L","$19.95","$21.83",
66-186,"Cedar Mountain Moonshine","Cedar Mtn Moonshine - Mountain Berry","","100",".375L","$19.95","$21.83",
66-187,"Cedar Mountain Moonshine","Cedar Mtn Moonshine - HoneyMoon","","100",".375L","$19.95","$21.83",
66-188,"Cedar Mountain Moonshine","Cedar Mtn Moonshine - Rise n' Shine","","100",".375L","$19.95","$21.83",
66-189,"Top Spirits","TOPO Organic Spiced Rum","","92",".75L","$29.95","$33.70",
66-193,"Top Spirits","TOPO Gin","","92",".75L","$33.95","$37.70",
66-195,"Covington Spirits","Covington Gourmet Vodka","","80","1.75L","$45.35","$54.10",
